[2025-07-01 16:44:39,707] INFO] Starting fetch for api....]
[2025-07-01 16:44:43,348] INFO] Saved article to queue\0892903d-af1d-4fbb-abad-daafbf830b75.json]
[2025-07-01 16:44:43,349] INFO] Saved article to queue\be8b017c-c6ea-4c1a-b00f-3e3ac41172a3.json]
[2025-07-01 16:44:43,350] INFO] Saved article to queue\cdc4d4ae-e584-4df1-99f4-f82e43e60bea.json]
[2025-07-01 16:44:43,352] INFO] Saved article to queue\24027cb6-5cf6-4c42-abf9-3faf44ca0bd5.json]
[2025-07-01 16:44:43,353] INFO] Saved article to queue\fe0b823a-f797-4df8-93f1-ae372bbb5597.json]
[2025-07-01 16:44:43,355] INFO] Saved article to queue\19a183f1-8981-4755-9b1e-58b4648fea90.json]
[2025-07-01 16:44:43,356] INFO] Saved article to queue\9ffa4e5c-de57-4d23-af4a-ad62c9a57641.json]
[2025-07-01 16:44:43,358] INFO] Saved article to queue\9660c673-7f72-46e7-bc43-1627bc788077.json]
[2025-07-01 16:44:43,360] INFO] Saved article to queue\05df8067-5b42-4365-893f-0ee873c4a4e4.json]
[2025-07-01 16:44:43,361] INFO] Saved article to queue\11fe67a0-a6f2-4085-9e46-00f61b713351.json]
[2025-07-01 16:44:43,363] INFO] Saved article to queue\92c4bc85-d4b6-4e7a-a57d-1fff3942e6e9.json]
[2025-07-01 16:44:43,365] INFO] Saved article to queue\1b35124b-ee62-4334-95c2-06f819e99c6b.json]
[2025-07-01 16:44:43,366] INFO] Saved article to queue\74abe2d6-7b10-4f43-ad52-2216cf615bfd.json]
[2025-07-01 16:44:43,367] INFO] Saved article to queue\a3cc16e0-cd98-44ce-89ae-1d79fb085289.json]
[2025-07-01 16:44:43,369] INFO] Saved article to queue\f8a18179-2719-4085-822b-37dcd727c1c2.json]
[2025-07-01 16:44:43,370] INFO] Saved article to queue\e61512b6-5d83-43bd-aee7-f07931bb9078.json]
[2025-07-01 16:44:43,371] INFO] Saved article to queue\9d85f345-aa34-4084-97ec-121fb70f8c76.json]
[2025-07-01 16:44:43,373] INFO] Saved article to queue\a67d271e-5c63-466f-97d1-2bcdc9832bff.json]
[2025-07-01 16:44:43,375] INFO] Saved article to queue\0254fa79-ad45-446f-8201-126e3b530cd3.json]
[2025-07-01 16:44:43,376] INFO] Saved article to queue\4febf820-f302-44d1-aed2-2f734b786b0c.json]
[2025-07-01 16:44:43,377] INFO] Saved article to queue\854744f8-46f2-4bec-bd84-fafd2490c33f.json]
[2025-07-01 16:44:43,379] INFO] Saved article to queue\940c5fb2-9f6d-4a09-b619-19f5c37c76ad.json]
[2025-07-01 16:44:43,380] INFO] Saved article to queue\9d45fa01-56df-4084-a55f-905b81f7e71c.json]
[2025-07-01 16:44:43,381] INFO] Saved article to queue\7636632a-6846-47cc-a719-4b71fd67e36c.json]
[2025-07-01 16:44:43,383] INFO] Saved article to queue\eaec7a9c-f3d2-40b1-9c79-b65e492f1285.json]
[2025-07-01 16:44:43,384] INFO] Saved article to queue\8eeec73f-0069-4112-8847-d54321b7f666.json]
[2025-07-01 16:44:43,385] INFO] Saved article to queue\224b671a-260a-492a-90b1-250ebab35c3f.json]
[2025-07-01 16:44:43,387] INFO] Saved article to queue\e4fbb5d1-1c55-4443-8770-c2b2f80486f4.json]
[2025-07-01 16:44:43,388] INFO] Saved article to queue\dca65625-98d7-4b23-8740-53e25dd0140b.json]
[2025-07-01 16:44:43,389] INFO] Saved article to queue\062b32b0-bf12-4a3d-8453-1c905b460633.json]
[2025-07-01 16:44:43,391] INFO] Saved article to queue\d77bf187-4284-49be-b7ba-3d6230e91fb1.json]
[2025-07-01 16:44:43,393] INFO] Saved article to queue\f5de2a3e-c034-483d-96af-7ee358d820d6.json]
[2025-07-01 16:44:43,394] INFO] Saved article to queue\833d124b-cf37-4bba-b6ac-6ca01e86ccba.json]
[2025-07-01 16:44:43,396] INFO] Saved article to queue\3976a521-cbff-42d1-8d91-32677cfddc9e.json]
[2025-07-01 16:44:43,397] INFO] Saved article to queue\2c5e3d26-a5db-4425-b1e6-251698ebfa98.json]
[2025-07-01 16:44:43,399] INFO] Saved article to queue\fb0e767f-4468-4339-9390-d5dd1828c03e.json]
[2025-07-01 16:44:43,400] INFO] Saved article to queue\c45a1a36-4788-4fb7-95a5-d11b38603a26.json]
[2025-07-01 16:44:43,402] INFO] Saved article to queue\811298d0-ecd5-480d-9556-43cc28bcc5cc.json]
[2025-07-01 16:44:43,403] INFO] Saved article to queue\07d1145e-691e-4249-8212-d9d949523b9e.json]
[2025-07-01 16:44:43,405] INFO] Saved article to queue\3b156630-2117-4fe8-836e-f282c3995704.json]
[2025-07-01 16:44:43,406] INFO] Saved article to queue\fbf86481-5e8d-4b7b-9480-b55c755611a8.json]
[2025-07-01 16:44:43,408] INFO] Saved article to queue\d33f2db5-69cd-4ec0-b7ad-62d4030818e8.json]
[2025-07-01 16:44:43,409] INFO] Saved article to queue\e5a895db-6675-4bf1-a758-3f7980c61ffb.json]
[2025-07-01 16:44:43,410] INFO] Saved article to queue\78efbe83-c872-4731-b469-59a01d6e7aab.json]
[2025-07-01 16:44:43,412] INFO] Saved article to queue\ae022045-0e2b-488e-bf17-8da5208039a9.json]
[2025-07-01 16:44:43,413] INFO] Saved article to queue\84bfae22-915b-4e82-a3d2-45992253e4b2.json]
[2025-07-01 16:44:43,415] INFO] Saved article to queue\159d7653-b62f-4156-8121-a500fb1b4cf7.json]
[2025-07-01 16:44:43,418] INFO] Saved article to queue\be98fae2-14e6-4f68-9847-f1cdc0fd1172.json]
[2025-07-01 16:44:43,419] INFO] Saved article to queue\a5079f1a-f98e-48c4-8b6a-e49b5ab45054.json]
[2025-07-01 16:44:43,420] INFO] Saved article to queue\1760e46f-8bdf-4d17-982e-d55269dd3cfc.json]
[2025-07-01 16:44:43,422] INFO] Saved article to queue\9cdb1e93-66bd-439e-8311-db854d9589f2.json]
[2025-07-01 16:44:43,423] INFO] Saved article to queue\4b9decd9-c772-4fc4-96fb-45e89a168494.json]
[2025-07-01 16:44:43,425] INFO] Saved article to queue\201e9a87-8717-487a-b71c-b3d84da4f691.json]
[2025-07-01 16:44:43,427] INFO] Saved article to queue\d9ca4e89-917f-4641-aa9c-016e03b31391.json]
[2025-07-01 16:44:43,429] INFO] Saved article to queue\50ddfe41-7637-4dea-9fab-b8d5bfc4579d.json]
[2025-07-01 16:44:43,430] INFO] Saved article to queue\1d4dcac6-9748-40da-9b1e-c8e2566f0588.json]
[2025-07-01 16:44:43,431] INFO] Saved article to queue\d1a4c136-609b-4a59-88cb-f88a36424035.json]
[2025-07-01 16:44:43,433] INFO] Saved article to queue\9106e202-6b51-4885-9a1f-6965f1abc51f.json]
[2025-07-01 16:44:43,434] INFO] Saved article to queue\4169d97e-6597-4107-a61f-cd8dd9b1dafd.json]
[2025-07-01 16:44:43,436] INFO] Saved article to queue\a41956e4-ed42-420d-baf6-a8b5f8eceaa6.json]
[2025-07-01 16:44:43,437] INFO] Saved article to queue\6ae26fe5-f8c3-42f9-8fc5-028ae0f3f115.json]
[2025-07-01 16:44:43,438] INFO] Saved article to queue\ea672d61-d272-49b3-8a62-d87017783d84.json]
[2025-07-01 16:44:43,440] INFO] Saved article to queue\2f7097d9-0886-4fe6-8511-e3029fcf75dc.json]
[2025-07-01 16:44:43,441] INFO] Saved article to queue\027e9515-baa1-42b8-b50b-b8ecf8958da5.json]
[2025-07-01 16:44:43,442] INFO] Saved article to queue\9198695b-ba81-4244-b92a-b3780f556415.json]
[2025-07-01 16:44:43,444] INFO] Saved article to queue\465f1e0a-bac4-4276-8176-d198a78b38f0.json]
[2025-07-01 16:44:43,445] INFO] Saved article to queue\d0500cdf-3a71-43f6-a48f-f6a056a2d193.json]
[2025-07-01 16:44:43,447] INFO] Saved article to queue\fb4b4dfd-8344-40c1-9c8d-6f6e0f745e7d.json]
[2025-07-01 16:44:43,448] INFO] Saved article to queue\6b0312a5-d65d-40db-afb8-5e4ae3448d38.json]
[2025-07-01 16:44:43,449] INFO] Saved article to queue\cb9b04bb-b86a-4d11-ba29-91df036e7492.json]
[2025-07-01 16:44:43,451] INFO] Saved article to queue\43631961-f6c1-4423-bbac-ce49e78d508d.json]
[2025-07-01 16:44:43,452] INFO] Saved article to queue\917f336b-f502-4a52-b7e7-e31ff4e64ffe.json]
[2025-07-01 16:44:43,454] INFO] Saved article to queue\1fa7a7c6-f4ef-4022-a7f2-a1c8b120c07f.json]
[2025-07-01 16:44:43,455] INFO] Saved article to queue\0757cc9f-71d6-4314-bf8f-60e8118129f0.json]
[2025-07-01 16:44:43,457] INFO] Saved article to queue\fe106e40-cf53-4753-b516-eec1056f9e83.json]
[2025-07-01 16:44:43,459] INFO] Saved article to queue\90863bf3-9819-4b79-8470-d0b0da6453ee.json]
[2025-07-01 16:44:43,460] INFO] Saved article to queue\716778e9-643f-4f99-adff-f7392ee6cab4.json]
[2025-07-01 16:44:43,462] INFO] Saved article to queue\c7d7e046-868c-4702-8253-a33e34bb7197.json]
[2025-07-01 16:44:43,463] INFO] Saved article to queue\600e22f3-c896-4a37-b360-fa283ef86468.json]
[2025-07-01 16:44:43,465] INFO] Saved article to queue\8e76175f-0549-408b-afb7-a2fd73d03941.json]
[2025-07-01 16:44:43,469] INFO] Saved article to queue\69901753-47a3-442b-b59a-1c0e482eef07.json]
[2025-07-01 16:44:43,470] INFO] Saved article to queue\1abdb1f4-f2d1-409c-a12d-fdf66ad962e3.json]
[2025-07-01 16:44:43,472] INFO] Saved article to queue\4b99eeab-eee7-46bc-9e42-b4bb33406cdf.json]
[2025-07-01 16:44:43,473] INFO] Saved article to queue\5a5322e6-476b-45ad-b0e2-ea26adcf6b89.json]
[2025-07-01 16:44:43,475] INFO] Saved article to queue\60c35994-4e5c-4dc8-bd2c-e54f2f4c940a.json]
[2025-07-01 16:44:43,476] INFO] Saved article to queue\2e708c8c-f5e0-4f2c-bc1e-8f1051aadc29.json]
[2025-07-01 16:44:43,478] INFO] Saved article to queue\3565410a-45eb-4cda-bcbf-38dcdf225727.json]
[2025-07-01 16:44:43,479] INFO] Saved article to queue\426d21b8-6340-4fd4-8d74-7cd91a649d98.json]
[2025-07-01 16:44:43,480] INFO] Saved article to queue\2f5772cf-f705-4f0a-b11f-eb6b16a61047.json]
[2025-07-01 16:44:43,482] INFO] Saved article to queue\b8718914-8012-4812-ac1e-c04be62dc004.json]
[2025-07-01 16:44:43,483] INFO] Saved article to queue\07f6d6c3-8f31-4e8a-bcd4-fdbc8e515a94.json]
[2025-07-01 16:44:43,484] INFO] Saved article to queue\513d25ac-2557-4b27-8746-759ea4ea3492.json]
[2025-07-01 16:44:43,486] INFO] Saved article to queue\c0c18904-db56-4ac7-be3a-f1805792c6e2.json]
[2025-07-01 16:44:43,487] INFO] Saved article to queue\926eab95-7f65-45ba-ac3e-0c1a6506a1c9.json]
[2025-07-01 16:44:43,488] INFO] Saved article to queue\c085a824-fe31-4678-983c-f705893da539.json]
[2025-07-01 16:44:43,490] INFO] Saved article to queue\7435a063-1772-4014-aa56-43d7b16163c0.json]
[2025-07-01 16:44:43,491] INFO] Saved article to queue\950f8bd8-0808-4d40-9a78-efc0265e0ef4.json]
[2025-07-01 16:44:43,493] INFO] Saved article to queue\f88978e8-29aa-411e-9c17-fcae486e00f7.json]
[2025-07-01 16:44:43,495] INFO] Saved article to queue\b0a00baa-63f7-4ed3-af84-9f205f241934.json]
[2025-07-01 16:44:43,497] INFO] Saved article to queue\0141442b-f36c-4a77-ae54-a8af06d0c12e.json]
[2025-07-01 16:44:43,498] INFO] Saved article to queue\23ba053b-8ff7-4e3d-9014-d801cf6995a2.json]
[2025-07-01 16:44:43,500] INFO] Saved article to queue\8abc94ff-f576-4cdd-b6e5-f03a484af197.json]
[2025-07-01 16:44:43,501] INFO] Saved article to queue\998ff679-0d36-45ac-8680-0c21bdd68d13.json]
[2025-07-01 16:44:43,502] INFO] Saved article to queue\88ccf959-a06e-4fee-95be-31f9ed6fbc38.json]
[2025-07-01 16:44:43,504] INFO] Saved article to queue\be907a87-12e5-4768-8c73-6cbe90f09a33.json]
[2025-07-01 16:44:43,506] INFO] Saved article to queue\571abc1b-da3c-4728-9daf-732dac127050.json]
[2025-07-01 16:44:43,507] INFO] Saved article to queue\4973f44d-1d1f-42b2-94bb-6b0c295b9101.json]
[2025-07-01 16:44:43,508] INFO] Saved article to queue\b9b4dadb-4964-4d0a-b6bd-de89535b8fff.json]
[2025-07-01 16:44:43,510] INFO] Saved article to queue\5d99ef98-3426-4f4d-897d-0b2c2d045d86.json]
[2025-07-01 16:44:43,511] INFO] Saved article to queue\df0fed72-7518-44bb-81fb-50703e5c1909.json]
[2025-07-01 16:44:43,513] INFO] Saved article to queue\92366a18-9fc4-42a8-9a15-1897d019e8d9.json]
[2025-07-01 16:44:43,514] INFO] Saved article to queue\7cf603cc-c609-4f24-bea8-841cb5acf044.json]
[2025-07-01 16:44:43,515] INFO] Saved article to queue\6208a587-5692-4ec9-a4d2-e2a41288f605.json]
[2025-07-01 16:44:43,517] INFO] Saved article to queue\2c16408f-4787-465e-9ee2-433ff1ced94c.json]
[2025-07-01 16:44:43,518] INFO] Saved article to queue\c28f3c09-6359-43e0-b50d-0320beaf4bfe.json]
[2025-07-01 16:44:43,519] INFO] Saved article to queue\c4f508b2-dbbb-4320-8071-916eb802278a.json]
[2025-07-01 16:44:43,521] INFO] Saved article to queue\48a31f5a-c900-41e1-9315-b6bd42997232.json]
[2025-07-01 16:44:43,522] INFO] Saved article to queue\695d83ea-3bf0-4662-8a91-69a839e0f7cc.json]
[2025-07-01 16:44:43,524] INFO] Saved article to queue\c2052078-e98a-48ad-a511-fac4217a26cb.json]
[2025-07-01 16:44:43,526] INFO] Saved article to queue\6f7a5a69-c779-42c8-97f1-ca289d3fd39d.json]
[2025-07-01 16:44:43,527] INFO] Saved article to queue\4bd19d0b-c405-499d-bd97-c78768f2653b.json]
[2025-07-01 16:44:43,528] INFO] Saved article to queue\b1448003-555a-434c-b003-afb41ee40d63.json]
[2025-07-01 16:44:43,530] INFO] Saved article to queue\9ff2c8b0-eb27-4c26-b8c6-9de2bfa883f0.json]
[2025-07-01 16:44:43,531] INFO] Saved article to queue\dfb58bfe-3f1e-45c8-b04b-a13b40a9d1fa.json]
[2025-07-01 16:44:43,533] INFO] Saved article to queue\d7d00328-d388-4a42-a996-ec5acb9bb5d2.json]
[2025-07-01 16:44:43,534] INFO] Saved article to queue\2d3f5538-941b-4865-8526-ae46ded52fee.json]
[2025-07-01 16:44:43,535] INFO] Saved article to queue\21694838-b8eb-4541-a152-a798ee140eb0.json]
[2025-07-01 16:44:43,537] INFO] Saved article to queue\4567ef68-1c63-4e24-aa9d-9596c6b696dd.json]
[2025-07-01 16:44:43,538] INFO] Saved article to queue\a1b58ea3-8814-4336-8e50-0e3ab67f7d19.json]
[2025-07-01 16:44:43,540] INFO] Saved article to queue\6a2b18ff-aa6f-4747-896c-a11a60ed39d4.json]
[2025-07-01 16:44:43,541] INFO] Saved article to queue\498ddadb-b98e-4f76-ba41-117d3b6d8aff.json]
[2025-07-01 16:44:43,542] INFO] Saved article to queue\6ad173a0-bead-4a85-b9f6-47d0dd337e93.json]
[2025-07-01 16:44:43,543] INFO] Saved article to queue\f807b745-0c7a-46bb-8142-0352dca7867d.json]
[2025-07-01 16:44:43,545] INFO] Saved article to queue\75722d8f-e01f-48a7-8cff-df1291256f21.json]
[2025-07-01 16:44:43,546] INFO] Saved article to queue\ce0b7ed1-41e6-4c5b-b3e7-0c4fb10a176c.json]
[2025-07-01 16:44:43,547] INFO] Saved article to queue\0ea0169f-b3c4-4c4b-bbaa-8be08c56316d.json]
[2025-07-01 16:44:43,549] INFO] Saved article to queue\e4b5d222-19d7-4cfe-a6dc-dbb585163671.json]
[2025-07-01 16:44:43,550] INFO] Saved article to queue\d35dc93d-fc26-41b8-b9d7-0057cc667cec.json]
[2025-07-01 16:44:43,551] INFO] Saved article to queue\0c569260-3834-48ae-a487-fa02bc67e425.json]
[2025-07-01 16:44:43,553] INFO] Saved article to queue\56e7470e-cf5b-4699-81b8-e5c829c3b496.json]
[2025-07-01 16:44:43,554] INFO] Saved article to queue\d01476ce-5368-4ea4-82be-e99ad3c58e18.json]
[2025-07-01 16:44:43,558] INFO] Saved article to queue\ebb9972a-ca46-4840-84cd-82df82154419.json]
[2025-07-01 16:44:43,559] INFO] Saved article to queue\b25ebb4b-a0b5-42d7-be7f-30fc7e55e19c.json]
[2025-07-01 16:44:43,561] INFO] Saved article to queue\4d65aa3a-89b4-43c5-8ce7-615080516349.json]
[2025-07-01 16:44:43,563] INFO] Saved article to queue\2bccc0cd-3479-4634-b228-d898d1755b09.json]
[2025-07-01 16:44:43,564] INFO] Saved article to queue\f583b8fc-d628-4fd7-a18d-00f2a4b0a6df.json]
[2025-07-01 16:44:43,565] INFO] Saved article to queue\8eddb4d3-2de4-46b2-85ef-0fb31b6bdeaa.json]
[2025-07-01 16:44:43,567] INFO] Saved article to queue\855e52c3-be4d-43c3-8652-c186a6b3c988.json]
[2025-07-01 16:44:43,568] INFO] Saved article to queue\4f262859-3350-491f-9f09-7101749e2d28.json]
[2025-07-01 16:44:43,570] INFO] Saved article to queue\e1504739-682d-436d-8630-39b2d6c57e57.json]
[2025-07-01 16:44:43,571] INFO] Saved article to queue\f457833e-227a-4c45-9f65-5e10bc7cbf2d.json]
[2025-07-01 16:44:43,573] INFO] Saved article to queue\5c6fa1bf-0a73-425e-8926-faeb68cc46ba.json]
[2025-07-01 16:44:43,574] INFO] Saved article to queue\0e4012fe-306a-429e-b59f-9d3b4859fc26.json]
[2025-07-01 16:44:43,575] INFO] Saved article to queue\6b2342cd-023b-4ec2-b867-8f2e7cf32ba4.json]
[2025-07-01 16:44:43,577] INFO] Saved article to queue\4061ec77-176a-416d-81bc-fa66b1bf8069.json]
[2025-07-01 16:44:43,578] INFO] Saved article to queue\8fa5ac89-8ec4-4cf6-97f0-6aae013d445f.json]
[2025-07-01 16:44:43,579] INFO] Saved article to queue\7db59220-3408-4016-8875-5ff9506b617d.json]
[2025-07-01 16:44:43,581] INFO] Saved article to queue\0ba7f078-8ab8-4a5c-be20-a2a1579e391f.json]
[2025-07-01 16:44:43,582] INFO] Saved article to queue\01590c62-b4e0-4643-9bd5-f07ebf32aecd.json]
[2025-07-01 16:44:43,583] INFO] Saved article to queue\11453760-27a0-4239-a64c-77a8e1ad381a.json]
[2025-07-01 16:44:43,585] INFO] Saved article to queue\982b1225-7975-4846-b6c9-0fbfa81eff69.json]
[2025-07-01 16:44:43,586] INFO] Saved article to queue\f3ce078e-b317-4574-a10c-27063341ddb6.json]
[2025-07-01 16:44:43,588] INFO] Saved article to queue\10d42994-bf5a-43d4-9c8a-75ceead18579.json]
[2025-07-01 16:44:43,589] INFO] Saved article to queue\3f379910-6f67-4492-8b54-cea885765f3d.json]
[2025-07-01 16:44:43,591] INFO] Saved article to queue\ac91f7fb-cfe5-45f7-a9a8-30720e5622dc.json]
[2025-07-01 16:44:43,592] INFO] Saved article to queue\397ff2ef-3b4b-4aee-a6d9-f2396cc3554e.json]
[2025-07-01 16:44:43,594] INFO] Saved article to queue\9dc9145f-70ae-4488-a322-0ab90e70defd.json]
[2025-07-01 16:44:43,597] INFO] Saved article to queue\8155c9ea-f092-4d43-9b47-31abbef54745.json]
[2025-07-01 16:44:43,598] INFO] Saved article to queue\d8acc144-8469-4469-b5cf-f041f6df8110.json]
[2025-07-01 16:44:43,600] INFO] Saved article to queue\688f555b-845b-4668-aff7-ea2a9721cb17.json]
[2025-07-01 16:44:43,603] INFO] Saved article to queue\643518d9-5743-4efa-8388-a49b7edf5a43.json]
[2025-07-01 16:44:43,605] INFO] Saved article to queue\85030648-de6d-4af4-b93c-c92a060813bc.json]
[2025-07-01 16:44:43,606] INFO] Saved article to queue\6de137ac-0248-4c05-aab2-2fcbacc4cf0e.json]
[2025-07-01 16:44:43,608] INFO] Saved article to queue\5a6a47fd-a6c7-4338-a231-2b30d79e62f8.json]
[2025-07-01 16:44:43,610] INFO] Saved article to queue\96c7833d-8aa7-42aa-8e9a-ce268612490e.json]
[2025-07-01 16:44:43,611] INFO] Saved article to queue\7aff3b84-f830-4e00-a678-f67b6d8b6795.json]
[2025-07-01 16:44:43,613] INFO] Saved article to queue\c87f954b-1f41-483a-bdbe-2f4db50c5a6a.json]
[2025-07-01 16:44:43,615] INFO] Saved article to queue\214876bd-1071-4f8b-8d14-0e737f8af567.json]
[2025-07-01 16:44:43,617] INFO] Saved article to queue\ab613ec6-ec55-4fd4-a0d8-35e29e0648be.json]
[2025-07-01 16:44:43,618] INFO] Saved article to queue\8688c4c8-db1f-49ea-89e9-041452bfb990.json]
[2025-07-01 16:44:43,620] INFO] Saved article to queue\89c829a7-a9ea-48ae-860f-a103551b22e8.json]
[2025-07-01 16:44:43,622] INFO] Saved article to queue\9972bee0-df93-4dd1-ab09-79433957ca4a.json]
[2025-07-01 16:44:43,623] INFO] Saved article to queue\d14df1ee-d443-4f6b-9975-8a5360efc653.json]
[2025-07-01 16:44:43,626] INFO] Saved article to queue\fbef1dbd-4e6b-4157-a8ce-9247c8842e2b.json]
[2025-07-01 16:44:43,628] INFO] Saved article to queue\5a01f942-2b5e-4bbf-b7be-63c6975c25c6.json]
[2025-07-01 16:44:43,629] INFO] Saved article to queue\2a0b806d-be5d-419c-8bc0-f200f4b0db22.json]
[2025-07-01 16:44:43,631] INFO] Saved article to queue\f3636610-066b-41bd-afb6-08c0977b223b.json]
[2025-07-01 16:44:43,633] INFO] Saved article to queue\ab505704-ff5c-4af4-9888-22a11a8de48a.json]
[2025-07-01 16:44:43,635] INFO] Saved article to queue\3a2cddae-8f56-4b92-bf8b-05ddb3d2e3d7.json]
[2025-07-01 16:44:43,637] INFO] Saved article to queue\069b55fe-235e-45e5-adce-23b6e5d4c49f.json]
[2025-07-01 16:44:43,639] INFO] Saved article to queue\48ed93a1-ca84-4c25-b2e8-3f511a016562.json]
[2025-07-01 16:44:43,641] INFO] Saved article to queue\d8946636-c5fb-46cc-8f1d-adaa75ebb7ce.json]
[2025-07-01 16:44:43,642] INFO] Saved article to queue\9962d70f-1bb6-4a1e-8605-d604f13ef516.json]
[2025-07-01 16:44:43,644] INFO] Saved article to queue\4afc8e6b-bd5e-4cdd-87d7-20dcdc435826.json]
[2025-07-01 16:44:43,646] INFO] Saved article to queue\ccce0ab6-79ef-4898-8863-7fa55b6cdd61.json]
[2025-07-01 16:44:43,648] INFO] Saved article to queue\04d909ca-53c6-4701-858e-4c14142490a9.json]
[2025-07-01 16:44:43,649] INFO] Saved article to queue\7e2593c5-7825-49f4-8125-c5d8ca5838fe.json]
[2025-07-01 16:44:43,651] INFO] Saved article to queue\3c4bb565-440f-4f10-b0f3-d57d56b0f182.json]
[2025-07-01 16:44:43,652] INFO] Saved article to queue\115edb39-827d-4a20-98db-0b5db2ee7fd4.json]
[2025-07-01 16:44:43,654] INFO] Saved article to queue\5c4a3886-c7d0-49c0-9cb8-9495e2fdec9a.json]
[2025-07-01 16:44:43,656] INFO] Saved article to queue\02da4473-d483-4198-9a9d-5f922fd38d6d.json]
[2025-07-01 16:44:43,657] INFO] Saved article to queue\057d0073-4068-4538-b924-7ff120627554.json]
[2025-07-01 16:44:43,658] INFO] Saved article to queue\1898ee22-58bb-4073-8b62-0a419815cff0.json]
[2025-07-01 16:44:43,660] INFO] Saved article to queue\666ca70c-8f32-430b-88c3-2cfb11a8c553.json]
[2025-07-01 16:44:43,662] INFO] Saved article to queue\bf4cfdd2-172b-4d69-ae0a-d0c0c8d0296e.json]
[2025-07-01 16:44:43,663] INFO] Saved article to queue\2e9b5877-c643-4f5e-9d55-439d0f529a19.json]
[2025-07-01 16:44:43,665] INFO] Saved article to queue\419b2019-2e47-48b3-894b-166608898fd9.json]
[2025-07-01 16:44:43,666] INFO] Saved article to queue\738d3c6d-5a2e-4e41-991d-fff41ad64ab1.json]
[2025-07-01 16:44:43,667] INFO] Saved article to queue\f5d7af75-df62-4331-99ff-2c0ee3ceafaf.json]
[2025-07-01 16:44:43,669] INFO] Saved article to queue\0eaa2d81-c944-4949-bd79-02f03713a26a.json]
[2025-07-01 16:44:43,670] INFO] Saved article to queue\b6576896-7ecb-4597-a0bd-e7518dc1f5b0.json]
[2025-07-01 16:44:43,672] INFO] Saved article to queue\a30d7b43-631a-4d78-8989-ba71161178dd.json]
[2025-07-01 16:44:43,674] INFO] Saved article to queue\5ad856bb-560c-458b-b3ad-5fc37d96a281.json]
[2025-07-01 16:44:43,678] INFO] Saved article to queue\6397427d-dd71-4f51-8638-f13e22e7809f.json]
[2025-07-01 16:44:43,680] INFO] Saved article to queue\a57011b5-c825-47ec-9e96-482c22e088a7.json]
[2025-07-01 16:44:43,682] INFO] Saved article to queue\d0984d52-848e-4b6f-9166-db486727d568.json]
[2025-07-01 16:44:43,683] INFO] Saved article to queue\e9e1d278-f947-475f-a6fd-0d2e0e82b857.json]
[2025-07-01 16:44:43,684] INFO] Saved article to queue\e145d746-5184-46c6-a2f5-50a9cf70b282.json]
[2025-07-01 16:44:43,686] INFO] Saved article to queue\c6840b09-3aa5-4fca-8b9a-8b0379f6608c.json]
[2025-07-01 16:44:43,687] INFO] Saved article to queue\f300a258-bf01-4c3a-a18a-028f1fd9076d.json]
[2025-07-01 16:44:43,689] INFO] Saved article to queue\7ba3e67c-a62b-48af-b4ca-370d07824cbb.json]
[2025-07-01 16:44:43,690] INFO] Saved article to queue\6bd23eca-73c0-4841-949c-76dee605f983.json]
[2025-07-01 16:44:43,692] INFO] Saved article to queue\1108977d-e498-4bc2-9ed5-d6312d642827.json]
[2025-07-01 16:44:43,693] INFO] Saved article to queue\96f96e9c-f00e-47fa-9b92-afe74008fe9b.json]
[2025-07-01 16:44:43,695] INFO] Saved article to queue\53da88d6-b75c-493b-87d0-491ac3da7815.json]
[2025-07-01 16:44:43,697] INFO] Saved article to queue\2730b101-e9b8-462f-926d-f653973afad0.json]
[2025-07-01 16:44:43,698] INFO] Saved article to queue\ddf80076-7e4c-4517-9c14-41c772a684f7.json]
[2025-07-01 16:44:43,699] INFO] Saved article to queue\a4226f4b-67df-4121-8997-d47e13a8309f.json]
[2025-07-01 16:44:43,701] INFO] Saved article to queue\1a69af95-def7-4e3b-a214-5da691ebb5fb.json]
[2025-07-01 16:44:43,702] INFO] Saved article to queue\38517983-4493-409b-91c2-86180a5aa48a.json]
[2025-07-01 16:44:43,703] INFO] Saved article to queue\b83666c6-057b-42c6-b07c-3badb0c131d4.json]
[2025-07-01 16:44:43,705] INFO] Saved article to queue\4139fdd2-ee06-4409-9042-51132137bee1.json]
[2025-07-01 16:44:43,707] INFO] Saved article to queue\be11bd6b-a1c9-4cb1-a4b5-0b226411630c.json]
[2025-07-01 16:44:43,708] INFO] Saved article to queue\76a22df1-eb81-4c9a-ac8e-d32169abbe58.json]
[2025-07-01 16:44:43,711] INFO] Saved article to queue\06a57fd4-afb4-4cf2-8a48-ca517b32285e.json]
[2025-07-01 16:44:43,713] INFO] Saved article to queue\e98d8ea8-845e-4bf1-80a1-e9768b635efc.json]
[2025-07-01 16:44:43,715] INFO] Saved article to queue\11cb553c-8021-4b5e-8a8a-f245f14567f1.json]
[2025-07-01 16:44:43,717] INFO] Saved article to queue\61faa289-706f-46f6-a879-54f610c3c052.json]
[2025-07-01 16:44:43,718] INFO] Saved article to queue\9db8bfe4-40c6-4137-80e8-0e493b65398c.json]
[2025-07-01 16:44:43,720] INFO] Saved article to queue\4e082ad5-1e2b-4b0b-aca5-a27090f25946.json]
[2025-07-01 16:44:43,721] INFO] Saved article to queue\d60e3d73-ca9f-40e7-be66-0f36e2d9cf58.json]
